"FLAIR","PD","T1","T2","FLAIR_10","PD_10","T1_10","T2_10","FLAIR_20","PD_20","T1_20","T2_20","GOLD_Lesions"
1.14369177818298,1.58621907234192,-0.799859464168549,1.63446724414825,0.437568068504333,0.823800206184387,-0.00205940613523126,0.573662877082825,0.279831767082214,0.548341274261475,0.219135880470276,0.298661708831787,0
1.65255188941956,1.76667249202728,-1.25099194049835,0.921229839324951,0.663036644458771,0.880249798297882,-0.422059565782547,0.542597413063049,0.422182232141495,0.549710631370544,0.0615727305412292,0.280972093343735,0
1.03609907627106,0.262042492628098,-0.858564674854279,-0.0582113042473793,-0.0442795343697071,-0.30856865644455,0.0147655792534351,-0.256075173616409,-0.13653177022934,-0.35090509057045,0.0206727329641581,-0.259913682937622,0
1.0376923084259,0.0111043155193329,-1.22879648208618,-0.470221787691116,-0.0139714246615767,-0.000497660890687257,-0.395574659109116,-0.221899583935738,0.000807147414889187,-0.00308544747531414,-0.193249180912971,-0.13928434252739,0
1.5805891752243,1.73015177249908,-0.860949039459229,1.24560928344727,0.617957413196564,0.866351902484894,-0.0999190211296082,0.384261071681976,0.391132593154907,0.608826279640198,0.0716475918889046,0.340601474046707,0
1.4995105266571,0.849708199501038,-0.296700298786163,0.485523194074631,0.320211499929428,0.499454081058502,0.227659523487091,0.0845474079251289,0.197349667549133,0.240661308169365,0.219429731369019,-0.0467141568660736,0
1.23963332176208,1.67899429798126,-0.185181006789207,0.31120565533638,0.254567950963974,0.647315144538879,0.248118057847023,0.272649317979813,0.206424593925476,0.494852542877197,0.201202735304832,0.265054374933243,0
1.85899078845978,2.06332111358643,-1.20683908462524,0.841860413551331,1.19953465461731,1.35891306400299,-0.209406107664108,0.66003954410553,0.617001056671143,0.694207608699799,0.0182399712502956,0.36247318983078,0
1.09367108345032,0.421785593032837,0.430292576551437,-0.266973078250885,-0.260211378335953,0.0614233948290348,0.933939754962921,-0.112700246274471,0.0436858348548412,0.157738089561462,0.638235032558441,0.0104408860206604,0
1.22593808174133,1.00809037685394,-0.214959025382996,0.986815929412842,0.177659019827843,0.00628016144037247,0.180357351899147,0.0070654172450304,0.129836112260818,0.0487759597599506,0.142737910151482,0.0633871555328369,0
1.02489805221558,0.14578503370285,-1.16016983985901,0.0306199323385954,-0.282920598983765,-0.132623121142387,-0.360790252685547,-0.021325558423996,-0.0507729351520538,0.0365965217351913,-0.159394681453705,0.0120075438171625,0
1.77419376373291,1.40436553955078,-0.995246052742004,0.890809178352356,0.610443592071533,0.321413546800613,-0.340411961078644,0.368571072816849,0.280213803052902,0.0683056637644768,-0.086399108171463,0.102672129869461,0
1.00620496273041,0.188974633812904,-0.0735897719860077,-0.185830697417259,0.209084585309029,0.456010937690735,0.140759542584419,0.407412886619568,0.149182856082916,0.262679010629654,0.235633686184883,0.287972718477249,0
0.658985018730164,0.320689171552658,-0.0258702840656042,-0.331202179193497,-0.16380412876606,-0.125496670603752,0.488124161958694,-0.0460207462310791,-0.161943808197975,-0.141756430268288,0.375978738069534,-0.118423141539097,0
1.46320009231567,1.45886194705963,-0.151950150728226,0.457866847515106,0.588164627552032,0.717067360877991,-0.0417803078889847,0.399758964776993,0.142993748188019,0.421358913183212,0.209221467375755,0.245565980672836,0
1.38583934307098,1.01963639259338,0.0404450260102749,0.80832427740097,0.323363363742828,0.58298534154892,0.41255795955658,0.180894151329994,0.143683210015297,0.354319244623184,0.207174062728882,0.184266850352287,0
2.00648331642151,1.71887874603271,-0.518136084079742,0.658009946346283,0.972506284713745,0.921510815620422,-0.248349189758301,0.534808933734894,0.473283141851425,0.463124841451645,0.212824508547783,0.277212768793106,0
1.40784776210785,0.836790442466736,-0.924218058586121,0.495574861764908,0.496129035949707,0.0227466020733118,0.0358979105949402,-0.00733095640316606,0.189484760165215,-0.0505843311548233,0.0939848721027374,-0.099294014275074,0
1.34850966930389,0.956979334354401,-0.556246876716614,0.637187838554382,0.114044211804867,0.814999938011169,-0.41235888004303,0.408114582300186,0.166225984692574,0.458828747272491,-0.00607394613325596,0.161436408758163,0
1.09654760360718,0.725126445293427,-0.982222318649292,0.311494708061218,0.292493641376495,-0.24655345082283,-0.0689686089754105,-0.150393530726433,0.0587724708020687,-0.303885579109192,0.0428124405443668,-0.160668060183525,0
1.75514721870422,1.37583577632904,-0.976857304573059,0.880208194255829,-0.0212008953094482,0.229372143745422,-0.133675068616867,0.0311086252331734,0.0668849050998688,0.193882897496223,-0.0798569992184639,0.037780586630106,0
1.41932189464569,1.75401544570923,-0.616847574710846,1.08219051361084,0.386155426502228,0.651641964912415,-0.021246787160635,0.413855850696564,0.169553101062775,0.355648398399353,0.164277538657188,0.154075667262077,0
1.90788912773132,0.710655570030212,-0.949294686317444,0.495903611183167,0.746844470500946,1.01839184761047,-0.470209777355194,0.890315473079681,0.391638845205307,0.499606341123581,0.04185950756073,0.345546394586563,0
1.2805985212326,1.06295132637024,-0.570455610752106,0.432222276926041,0.178458407521248,0.433561861515045,-0.0186033919453621,0.28883969783783,0.0794574022293091,0.279524564743042,0.0710449069738388,0.214885622262955,0
1.41052293777466,1.46859848499298,-0.840699136257172,1.06012916564941,0.249262988567352,0.136486068367958,0.320002287626266,0.0627541393041611,0.130708768963814,0.0807227566838264,0.220746040344238,0.0710927918553352,0
1.7464075088501,1.36807882785797,-0.38007441163063,0.66759991645813,0.287393450737,0.581473827362061,-0.204441249370575,0.279824405908585,0.06553003937006,0.386029332876205,-0.00896004866808653,0.193782761693001,0
